0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
0,3,0,5,0,11,0,0,0,1,0,0,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0
0,4,0,0,0,21,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,2
0,4,0,11,6,9,0,3,0,2,0,0,0,0,1,1,7,4,0,0,22,0,0,0,1,0,1,0,0,1
0,9,0,4,4,21,3,4,10,4,0,0,0,0,1,1,0,0,0,4,0,0,0,0,1,0,4,7,0,0
0,10,0,30,36,36,10,8,2,5,4,0,0,1,1,2,10,3,0,6,12,3,0,0,6,0,5,0,0,1
0,15,0,22,23,92,45,14,9,4,1,0,1,1,6,6,15,7,0,0,54,1,0,4,3,0,21,8,3,0
0,15,0,61,60,143,88,13,17,20,3,1,3,12,13,8,48,12,0,1,21,0,0,2,5,0,24,12,5,5
7,39,0,93,94,151,69,24,32,21,3,0,0,1,11,2,47,10,0,0,44,4,0,1,3,0,20,1,1,2
25,42,2,117,180,140,80,27,49,12,1,1,0,1,23,10,56,10,0,15,77,8,0,2,9,0,58,74,0,5
13,62,5,137,256,190,76,34,36,13,11,2,0,5,32,26,93,28,1,8,220,5,0,2,9,0,84,44,4,7
31,47,6,96,127,73,83,54,25,23,14,5,1,23,58,35,132,46,0,19,283,5,1,4,4,0,132,40,5,6
19,41,0,37,98,43,98,50,51,22,17,9,10,10,45,22,124,43,1,13,318,15,9,7,19,4,78,33,4,5
20,54,1,88,186,120,105,47,44,28,21,10,5,4,28,26,149,29,1,16,610,11,2,5,58,5,90,46,1,2
11,88,0,111,236,111,144,57,44,43,27,6,2,11,51,40,172,48,0,7,1033,30,6,5,58,3,113,35,9,9
21,115,0,112,219,122,131,45,59,9,15,9,5,10,56,36,217,77,0,16,1194,24,8,8,92,1,90,49,5,5
21,130,6,188,207,136,139,56,78,34,40,12,2,12,49,111,267,120,0,26,1570,51,5,9,107,2,167,64,8,9
41,176,12,195,224,168,142,88,82,32,33,18,9,9,99,119,396,106,0,44,1951,50,27,16,146,1,177,75,17,10
67,213,8,285,362,223,258,99,99,41,64,32,7,12,111,143,479,159,0,58,2522,85,17,22,214,17,234,85,27,27
43,279,7,301,444,279,206,119,100,54,62,43,14,20,112,160,648,167,7,76,2820,116,29,21,252,33,257,67,33,17
50,284,16,298,443,250,301,163,116,74,56,32,31,26,117,223,742,241,3,81,3094,168,47,47,270,32,267,94,23,33
