zoneid,zonex,zoney,city
0,164.130087,27.9785115,E
1,164.165956,27.819317500000004,E
2,164.2737305,27.627395,E
3,164.291692,27.627431,E
4,164.291692,27.6434285,E
5,164.291719,28.0586255,E
6,164.3457655,28.05798,E
7,164.3457565,28.0739135,E
8,164.34574300000003,28.089844999999997,E
9,164.3637005,28.0581395,E
10,164.4894225,28.614576999999997,E
11,164.6870765,28.439939000000003,E
12,164.687063,28.455810999999997,E
13,164.830828,27.962332500000002,E
14,164.830819,27.978280500000004,E
15,164.83081449999997,27.99423,E
16,164.830828,28.010177499999998,E
17,165.02837449999998,28.3925905,E
18,165.06441,28.392141499999997,E
19,165.0644145,28.408028499999997,E
20,165.0823445,28.392285,E
21,165.243896,28.615008500000002,E
22,165.24391400000002,28.630862,E
23,165.261907,28.6307275,E
24,165.261916,28.6465785,E
25,165.261916,28.662427,E
26,165.27993600000002,28.741331999999996,E
27,165.2799495,28.757170000000002,E
28,165.351733,28.646629500000003,E
29,165.405712,28.328732000000002,E
30,165.423723,28.312678000000002,E
31,165.45956999999999,28.519588,E
32,165.45954749999999,28.804819499999997,E
33,165.513446,28.106136,E
