zoneid,zonex,zoney,city
0,156.13514099999998,36.7827895,D
1,156.1351545,36.7972475,D
2,156.2069875,36.652623,D
3,156.242888,36.623812,D
4,156.2428745,36.6382895,D
5,156.260913,36.652525499999996,D
6,156.2789415,36.652283000000004,D
7,156.27896850000002,36.7101725,D
8,156.2969435,36.6811955,D
9,156.2969525,36.695665500000004,D
10,156.296948,36.710129,D
11,156.31483350000002,36.652435,D
12,156.3148425,36.6669105,D
13,156.3148605,36.681383499999995,D
14,156.314865,36.695857000000004,D
15,156.332728,36.652703,D
16,156.3327635,36.6961285,D
17,156.350694,36.696265499999996,D
18,156.4585085,36.4788625,D
19,156.476461,36.4789095,D
20,156.4764565,36.493418,D
21,156.476452,36.681766499999995,D
22,156.494472,36.464209999999994,D
23,156.494472,36.4932295,D
24,156.5124965,36.7825325,D
25,156.5304985,36.998847999999995,D
26,156.5484155,36.521947999999995,D
27,156.54842000000002,36.984569,D
28,156.5663455,36.7972405,D
29,156.60222849999997,36.4643625,D
30,156.60223299999998,36.4788735,D
31,156.6022105,36.840735,D
32,156.62026200000003,36.464123,D
33,156.620226,36.854933,D
34,156.638291,36.4783875,D
35,156.6382595,36.8546875,D
36,156.656248,36.840193500000005,D
37,156.67416450000002,36.768144500000005,D
38,156.69208600000002,36.478794,D
39,156.6920815,36.4932985,D
40,156.69206350000002,36.5078005,D
41,156.6920815,36.710584499999996,D
42,156.69205,36.753956,D
43,156.69206350000002,36.8406515,D
44,156.69205,36.855092,D
45,156.69206350000002,36.8839595,D
46,156.692077,36.8983945,D
47,156.7100115,36.4644275,D
48,156.710016,36.4789385,D
49,156.7099935,36.507946000000004,D
50,156.7099935,36.884107,D
51,156.71000249999997,36.8985385,D
52,156.7280135,36.594795,D
53,156.7460245,36.883714,D
54,156.7460425,36.898149,D
55,156.76403550000003,36.854637,D
56,156.7640445,36.883511999999996,D
57,156.764058,36.8979475,D
58,156.7819925,36.8546695,D
59,156.7819925,36.8691065,D
60,156.799914,36.941485,D
61,156.79990500000002,36.955906000000006,D
62,156.817817,36.9417375,D
63,156.81780350000002,36.9561505,D
64,156.835752,36.956211999999994,D
65,156.8537765,36.840594,D
66,156.85376300000001,36.869467,D
67,156.87180999999998,36.84031950000001,D
68,156.871801,36.8691935,D
69,156.889812,36.623258500000006,D
70,156.90774199999998,36.854731,D
71,156.979575,36.710432499999996,D
72,157.051381,36.739492999999996,D
73,157.10533349999997,36.6379785,D
74,157.32086800000002,36.7106785,D
