zoneid,zonex,zoney,city
0,147.1430715,38.036845,B
1,147.26880699999998,38.0937055,B
2,147.2688205,38.107907,B
3,147.48448150000002,38.405072000000004,B
4,147.484486,38.419208999999995,B
5,147.502371,38.405333999999996,B
6,147.50238,38.419470000000004,B
7,147.556368,37.979637,B
8,147.556386,37.9938605,B
9,147.57439699999998,37.99369,B
10,147.6102395,37.9940235,B
11,147.6461,38.320531,B
12,147.6641245,38.2636785,B
13,147.6641155,38.306158999999994,B
14,147.68217149999998,37.9937855,B
15,147.70014650000002,38.2774775,B
16,147.70014200000003,38.291632500000006,B
17,147.70014650000002,38.305794500000005,B
18,147.718099,38.1216905,B
19,147.71806800000002,38.27763,B
20,147.7180635,38.2917915,B
21,147.71806800000002,38.3059505,B
22,147.718099,38.34835700000001,B
23,147.735953,38.292061000000004,B
24,147.735962,38.306223,B
25,147.7538785,38.3063965,B
26,147.8796325,38.0653445,B
27,147.9874425,38.292199,B
28,148.00540850000002,38.2780585,B
29,148.00540850000002,38.306375,B
