zoneid,zonex,zoney,city
0,146.765819,30.242467,A
1,146.9813585,30.07101,A
2,146.999338,30.273759499999997,A
3,147.0533485,30.242174499999997,A
4,147.0712385,30.2892395,A
5,147.1070985,30.1490685,A
6,147.10711650000002,30.2427125,A
7,147.1251545,30.3204465,A
8,147.125159,30.336033,A
9,147.14317,30.2889745,A
10,147.1431835,30.3045695,A
11,147.1431925,30.3201625,A
12,147.143197,30.3357485,A
13,147.161163,30.288861999999998,A
14,147.1611765,30.304457,A
15,147.16119,30.3200455,A
16,147.16119,30.335631499999998,A
17,147.179098,30.179832499999996,A
18,147.1790845,30.289033000000003,A
19,147.1791025,30.304628,A
20,147.17911599999996,30.320221000000004,A
21,147.17911599999996,30.335803,A
22,147.1791025,30.3513825,A
23,147.17908,30.3825345,A
24,147.1969695,30.148904499999997,A
25,147.196974,30.164518,A
26,147.19698749999998,30.180129,A
27,147.197001,30.195746,A
28,147.19701,30.211351999999998,A
29,147.196974,30.273736,A
30,147.1969785,30.289329000000002,A
31,147.19699649999998,30.304928,A
32,147.197001,30.320517,A
33,147.19701,30.3361035,A
34,147.214909,30.1803245,A
35,147.2149225,30.195932999999997,A
36,147.214927,30.211539000000002,A
37,147.214918,30.227142999999998,A
38,147.214909,30.242739999999998,A
39,147.21489549999998,30.258335000000002,A
40,147.21489099999997,30.273931000000005,A
41,147.2149,30.2895245,A
42,147.21491350000002,30.3051155,A
43,147.2149225,30.320704,A
44,147.2149225,30.336289999999998,A
45,147.214918,30.351874000000002,A
46,147.23289749999998,30.1802425,A
47,147.23290649999998,30.195855,A
48,147.232911,30.211461,A
49,147.23290649999998,30.227064500000004,A
50,147.2328885,30.242658,A
51,147.2328795,30.2582565,A
52,147.232875,30.273844999999998,A
53,147.232884,30.2894425,A
54,147.23289749999998,30.3050335,A
55,147.232911,30.320626,A
56,147.232911,30.336212500000002,A
57,147.23289749999998,30.351791499999997,A
58,147.2328885,30.367369,A
59,147.25091749999999,30.16435,A
60,147.250931,30.1799655,A
61,147.2509445,30.195578,A
62,147.250949,30.2111845,A
63,147.25094,30.2267835,A
64,147.2509265,30.242381,A
65,147.25091749999999,30.257976,A
66,147.250913,30.273568000000004,A
67,147.250922,30.289161999999997,A
68,147.250931,30.304760499999997,A
69,147.2509445,30.3203495,A
70,147.2509445,30.335935499999998,A
71,147.25094,30.351515000000003,A
72,147.250922,30.367089,A
73,147.26896,30.1797155,A
74,147.26897350000002,30.195324499999998,A
75,147.268978,30.210930500000003,A
76,147.26896900000003,30.226534,A
77,147.26894649999997,30.257725999999998,A
78,147.26894199999998,30.2733185,A
79,147.268951,30.2889125,A
80,147.2689645,30.3045075,A
81,147.26897350000002,30.320096,A
82,147.26897350000002,30.3356825,A
83,147.26896900000003,30.351266000000003,A
84,147.268951,30.366839,A
85,147.26894199999998,30.382418,A
86,147.2869125,30.273298999999998,A
87,147.28693500000003,30.304488,A
88,147.286944,30.320080500000003,A
89,147.28693500000003,30.3512465,A
90,147.286926,30.3668235,A
91,147.30485149999998,30.195538999999997,A
92,147.3048425,30.304718,A
93,147.30485149999998,30.320310499999998,A
94,147.304856,30.3358925,A
95,147.30482,30.398204500000002,A
96,147.322719,30.164604,A
97,147.322746,30.1958275,A
98,147.32273700000002,30.3050065,A
99,147.322746,30.3205985,A
100,147.3227505,30.336185,A
101,147.34067149999998,30.305127,A
102,147.340685,30.320715500000002,A
103,147.340685,30.3363015,A
104,147.358678,30.304959500000002,A
105,147.35869150000002,30.320548,A
106,147.376707,30.289068,A
107,147.37672049999998,30.304663,A
108,147.376734,30.320252000000004,A
109,147.376734,30.3358385,A
110,147.394718,30.288873499999998,A
111,147.394736,30.3044645,A
112,147.394745,30.3200575,A
113,147.3947495,30.3356435,A
114,147.4126575,30.273354,A
115,147.41268,30.304542500000004,A
116,147.4305695,30.289224000000004,A
117,147.43057850000002,30.3048195,A
